pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing
2670	GFAP	glial fibrillary acidic protein	0	1
687	KLF9	Kruppel-like factor 9	0	1
8027	STAM	signal transducing adaptor molecule	0	1
79053	ALG8	ALG8, alpha-1,3-glucosyltransferase	0	1
9670	IPO13	importin 13	1	1
920	CD4	CD4 molecule	0	1
4023	LPL	lipoprotein lipase	0	1
10712	FAM189B	family with sequence similarity 189 member B	0	1
1353	COX11	COX11 cytochrome c oxidase copper chaperone	0	1
11183	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	0	1
9232	PTTG1	pituitary tumor-transforming 1	0	1
22882	ZHX2	zinc fingers and homeoboxes 2	0	1
5092	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	1	1
9820	CUL7	cullin 7	0	1
26	AOC1	amine oxidase, copper containing 1	0	0
8836	GGH	gamma-glutamyl hydrolase	0	1
2212	FCGR2A	Fc fragment of IgG receptor IIa	0	1
9638	FEZ1	fasciculation and elongation protein zeta 1	0	1
60312	AFAP1	actin filament associated protein 1	0	1
2189	FANCG	Fanconi anemia complementation group G	0	1
4331	MNAT1	MNAT CDK-activating kinase assembly factor 1	1	1
178	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	1	1
10475	TRIM38	tripartite motif containing 38	0	1
8481	OFD1	oral-facial-digital syndrome 1	0	1
4016	LOXL1	lysyl oxidase like 1	1	1
10974	ADIRF	adipogenesis regulatory factor	0	1
6878	TAF6	TATA-box binding protein associated factor 6	0	1
5875	RABGGTA	Rab geranylgeranyltransferase alpha subunit	0	1
4783	NFIL3	nuclear factor, interleukin 3 regulated	1	1
1459	CSNK2A2	casein kinase 2 alpha 2	1	1
587	BCAT2	branched chain amino-acid transaminase 2, mitochondrial	0	1
2968	GTF2H4	general transcription factor IIH subunit 4	0	1
9057	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	0	1
5867	RAB4A	RAB4A, member RAS oncogene family	1	1
25972	UNC50	unc-50 homolog (C. elegans)	0	1
9694	EMC2	ER membrane protein complex subunit 2	0	1
7739	ZNF185	zinc finger protein 185 (LIM domain)	0	1
379	ARL4D	ADP ribosylation factor like GTPase 4D	0	1
7029	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	0	1
1783	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2	0	1
1441	CSF3R	colony stimulating factor 3 receptor	0	1
10272	FSTL3	follistatin like 3	0	1
23607	CD2AP	CD2-associated protein	0	1
8634	RTCA	RNA 3'-terminal phosphate cyclase	0	1
24138	IFIT5	interferon induced protein with tetratricopeptide repeats 5	0	1
11193	WBP4	WW domain binding protein 4	0	1
8603	FAM193A	family with sequence similarity 193 member A	0	1
7709	ZBTB17	zinc finger and BTB domain containing 17	0	1
9839	ZEB2	zinc finger E-box binding homeobox 2	0	1
9658	ZNF516	zinc finger protein 516	0	1
6729	SRP54	signal recognition particle 54kDa	0	1
4726	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	0	1
22876	INPP5F	inositol polyphosphate-5-phosphatase F	0	1
7915	ALDH5A1	aldehyde dehydrogenase 5 family member A1	0	1
7014	TERF2	telomeric repeat binding factor 2	0	1
705	BYSL	bystin like	0	1
4712	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	0	1
6817	SULT1A1	sulfotransferase family 1A member 1	0	1
5423	POLB	polymerase (DNA directed), beta	1	1
2002	ELK1	ELK1, member of ETS oncogene family	0	1
23017	FAIM2	Fas apoptotic inhibitory molecule 2	0	1
9873	FCHSD2	FCH and double SH3 domains 2	0	1
4711	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	0	1
56902	PNO1	partner of NOB1 homolog	0	1
55558	PLXNA3	plexin A3	0	1
6502	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase	0	1
3480	IGF1R	insulin like growth factor 1 receptor	1	1
10466	COG5	component of oligomeric golgi complex 5	0	1
51704	GPRC5B	G protein-coupled receptor, class C, group 5, member B	0	1
1374	CPT1A	carnitine palmitoyltransferase 1A (liver)	0	1
10311	DSCR3	Down syndrome critical region 3	0	1
4281	MID1	midline 1	0	1
2263	FGFR2	fibroblast growth factor receptor 2	1	1
10150	MBNL2	muscleblind like splicing regulator 2	1	1
22837	COBLL1	cordon-bleu WH2 repeat protein like 1	0	1
2077	ERF	Ets2 repressor factor	0	1
22879	MON1B	MON1 homolog B, secretory trafficking associated	0	1
2230	FDX1	ferredoxin 1	0	1
9797	TATDN2	TatD DNase domain containing 2	1	1
5320	PLA2G2A	phospholipase A2 group IIA	0	1
10544	PROCR	protein C receptor	0	1
9765	ZFYVE16	zinc finger, FYVE domain containing 16	0	0
4296	MAP3K11	mitogen-activated protein kinase kinase kinase 11	0	1
8161	COIL	coilin	0	1
7515	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	0	1
9896	FIG4	FIG4 phosphoinositide 5-phosphatase	0	1
8722	CTSF	cathepsin F	0	1
788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	0	1
10206	TRIM13	tripartite motif containing 13	1	1
5116	PCNT	pericentrin	0	1
7111	TMOD1	tropomodulin 1	0	1
9377	COX5A	cytochrome c oxidase subunit Va	0	1
5433	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	0	1
3162	HMOX1	heme oxygenase 1	1	1
6902	TBCA	tubulin folding cofactor A	0	1
4123	MAN2C1	mannosidase alpha class 2C member 1	0	1
8694	DGAT1	diacylglycerol O-acyltransferase 1	0	1
7172	TPMT	thiopurine S-methyltransferase	0	1
7038	TG	thyroglobulin	0	0
9931	HELZ	helicase with zinc finger	0	1
4925	NUCB2	nucleobindin 2	1	1
6895	TARBP2	TAR (HIV-1) RNA binding protein 2	0	1
22909	FAN1	FANCD2/FANCI-associated nuclease 1	0	1
11018	TMED1	transmembrane p24 trafficking protein 1	0	1
5577	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	0	1
7423	VEGFB	vascular endothelial growth factor B	0	1
596	BCL2	B-cell CLL/lymphoma 2	1	1
4350	MPG	N-methylpurine DNA glycosylase	0	1
5311	PKD2	polycystin 2, transient receptor potential cation channel	0	1
2332	FMR1	fragile X mental retardation 1	0	1
10426	TUBGCP3	tubulin gamma complex associated protein 3	0	1
5266	PI3	peptidase inhibitor 3	0	1
1871	E2F3	E2F transcription factor 3	0	1
8449	DHX16	DEAH-box helicase 16	0	1
1687	DFNA5	deafness, autosomal dominant 5	0	1
5982	RFC2	replication factor C subunit 2	1	1
2487	FRZB	frizzled-related protein	0	1
1734	DIO2	deiodinase, iodothyronine, type II	0	1
55621	TRMT1	tRNA methyltransferase 1	0	1
9654	TTLL4	tubulin tyrosine ligase like 4	0	1
6239	RREB1	ras responsive element binding protein 1	0	1
8324	FZD7	frizzled class receptor 7	1	1
10127	ZNF263	zinc finger protein 263	0	1
5261	PHKG2	phosphorylase kinase, gamma 2 (testis)	1	1
9933	PUM3	pumilio RNA binding family member 3	0	1
3993	LLGL2	lethal giant larvae homolog 2 (Drosophila)	0	1
6905	TBCE	tubulin folding cofactor E	0	1
1803	DPP4	dipeptidyl-peptidase 4	0	1
10908	PNPLA6	patatin like phospholipase domain containing 6	0	1
2067	ERCC1	excision repair cross-complementation group 1	0	1
51096	UTP18	UTP18 small subunit processome component	0	1
8659	ALDH4A1	aldehyde dehydrogenase 4 family member A1	0	1
3707	ITPKB	inositol-trisphosphate 3-kinase B	0	1
1647	GADD45A	growth arrest and DNA damage inducible alpha	1	1
3909	LAMA3	laminin subunit alpha 3	1	1
6499	SKIV2L	Ski2 like RNA helicase	1	1
578	BAK1	BCL2-antagonist/killer 1	0	1
2014	EMP3	epithelial membrane protein 3	0	1
23660	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	0	1
9325	TRIP4	thyroid hormone receptor interactor 4	0	1
28955	DEXI	Dexi homolog (mouse)	0	1
55810	FOXJ2	forkhead box J2	0	1
23082	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	0	1
55322	C5orf22	chromosome 5 open reading frame 22	0	1
7764	ZNF217	zinc finger protein 217	0	1
10200	MPHOSPH6	M-phase phosphoprotein 6	0	1
113	ADCY7	adenylate cyclase 7	0	1
6996	TDG	thymine DNA glycosylase	0	1
3149	HMGB3	high mobility group box 3	0	1
3052	HCCS	holocytochrome c synthase	0	1
5914	RARA	retinoic acid receptor alpha	0	1
3727	JUND	jun D proto-oncogene	0	1
2972	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	0	1
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	1	1
9828	ARHGEF17	Rho guanine nucleotide exchange factor 17	0	1
4680	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6	0	1
1519	CTSO	cathepsin O	0	1
6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	0	1
6503	SLA	Src-like-adaptor	0	1
51626	DYNC2LI1	dynein, cytoplasmic 2, light intermediate chain 1	0	1
9787	DLGAP5	discs large homolog associated protein 5	0	1
25801	GCA	grancalcin	0	1
25802	LMOD1	leiomodin 1	0	1
412	STS	steroid sulfatase (microsomal), isozyme S	0	1
4548	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	0	1
10165	SLC25A13	solute carrier family 25 (aspartate/glutamate carrier), member 13	1	1
27238	GPKOW	G-patch domain and KOW motifs	0	1
6199	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	0	1
4126	MANBA	mannosidase beta	0	1
10205	MPZL2	myelin protein zero like 2	0	1
9553	MRPL33	mitochondrial ribosomal protein L33	0	1
5442	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	0	1
23635	SSBP2	single-stranded DNA binding protein 2	1	1
10512	SEMA3C	semaphorin 3C	0	1
10247	RIDA	reactive intermediate imine deaminase A homolog	0	1
1657	DMXL1	Dmx like 1	0	1
8476	CDC42BPA	CDC42 binding protein kinase alpha	0	1
605	BCL7A	B-cell CLL/lymphoma 7A	0	1
7447	VSNL1	visinin like 1	0	1
9936	CD302	CD302 molecule	0	1
63931	MRPS14	mitochondrial ribosomal protein S14	0	1
51449	PCYOX1	prenylcysteine oxidase 1	0	1
51747	LUC7L3	LUC7-like 3 pre-mRNA splicing factor	0	1
2175	FANCA	Fanconi anemia complementation group A	0	1
208	AKT2	v-akt murine thymoma viral oncogene homolog 2	0	0
11080	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	0	1
6586	SLIT3	slit guidance ligand 3	0	1
4835	NQO2	NAD(P)H dehydrogenase, quinone 2	0	1
2952	GSTT1	glutathione S-transferase theta 1	0	0
1716	DGUOK	deoxyguanosine kinase	0	1
10946	SF3A3	splicing factor 3a subunit 3	0	1
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	0	1
5998	RGS3	regulator of G-protein signaling 3	0	1
7103	TSPAN8	tetraspanin 8	0	1
9600	PITPNM1	phosphatidylinositol transfer protein, membrane associated 1	0	1
55062	WIPI1	WD repeat domain, phosphoinositide interacting 1	0	1
9235	IL32	interleukin 32	0	1
26610	ELP4	elongator acetyltransferase complex subunit 4	0	1
64149	C17orf75	chromosome 17 open reading frame 75	0	1
22864	R3HDM2	R3H domain containing 2	0	1
6636	SNRPF	small nuclear ribonucleoprotein polypeptide F	0	1
2615	LRRC32	leucine rich repeat containing 32	0	1
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5	0	1
10188	TNK2	tyrosine kinase, non-receptor, 2	0	1
8548	BLZF1	basic leucine zipper nuclear factor 1	0	1
22924	MAPRE3	microtubule associated protein RP/EB family member 3	0	1
6197	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	0	1
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	0	1
8850	KAT2B	K(lysine) acetyltransferase 2B	0	1
22954	TRIM32	tripartite motif containing 32	0	1
10270	AKAP8	A-kinase anchoring protein 8	1	1
547	KIF1A	kinesin family member 1A	0	1
3489	IGFBP6	insulin like growth factor binding protein 6	0	1
9846	GAB2	GRB2 associated binding protein 2	0	1
3426	CFI	complement factor I	0	1
22911	WDR47	WD repeat domain 47	0	1
7443	VRK1	vaccinia related kinase 1	0	1
10954	PDIA5	protein disulfide isomerase family A member 5	1	1
1352	COX10	COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor	0	1
5064	PALM	paralemmin	0	1
5095	PCCA	propionyl-CoA carboxylase alpha subunit	0	1
88	ACTN2	actinin alpha 2	0	1
104	ADARB1	adenosine deaminase, RNA-specific, B1	0	1
54475	NLE1	notchless homolog 1 (Drosophila)	0	1
7412	VCAM1	vascular cell adhesion molecule 1	0	1
64854	USP46	ubiquitin specific peptidase 46	0	1
26168	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	0	1
58	ACTA1	actin, alpha 1, skeletal muscle	0	0
6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0	1
4320	MMP11	matrix metallopeptidase 11	0	0
5293	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	0	1
10063	COX17	COX17, cytochrome c oxidase copper chaperone	0	1
1756	DMD	dystrophin	0	1
10379	IRF9	interferon regulatory factor 9	0	1
22841	RAB11FIP2	RAB11 family interacting protein 2 (class I)	1	1
23011	RAB21	RAB21, member RAS oncogene family	1	1
2199	FBLN2	fibulin 2	0	1
7056	THBD	thrombomodulin	0	1
6447	SCG5	secretogranin V	0	1
1613	DAPK3	death-associated protein kinase 3	0	1
10406	WFDC2	WAP four-disulfide core domain 2	0	1
6880	TAF9	TATA-box binding protein associated factor 9	0	1
27175	TUBG2	tubulin gamma 2	0	1
5332	PLCB4	phospholipase C beta 4	0	1
57149	LYRM1	LYR motif containing 1	1	1
27297	CRCP	CGRP receptor component	0	1
23334	SZT2	seizure threshold 2 homolog (mouse)	0	1
10454	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	0	0
9843	HEPH	hephaestin	0	1
3732	CD82	CD82 molecule	0	1
5073	PARN	poly(A)-specific ribonuclease	0	1
9922	IQSEC1	IQ motif and Sec7 domain 1	0	1
8671	SLC4A4	solute carrier family 4 (sodium bicarbonate cotransporter), member 4	0	1
10479	SLC9A6	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	0	1
9411	ARHGAP29	Rho GTPase activating protein 29	0	1
5909	RAP1GAP	RAP1 GTPase activating protein	1	1
1774	DNASE1L1	deoxyribonuclease I-like 1	0	1
3248	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	0	1
4283	CXCL9	chemokine (C-X-C motif) ligand 9	0	1
8509	NDST2	N-deacetylase/N-sulfotransferase 2	0	0
1525	CXADR	coxsackie virus and adenovirus receptor	0	1
5097	PCDH1	protocadherin 1	0	1
6919	TCEA2	transcription elongation factor A (SII), 2	1	1
10062	NR1H3	nuclear receptor subfamily 1 group H member 3	0	1
9435	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2	0	1
1536	CYBB	cytochrome b-245, beta polypeptide	0	1
2938	GSTA1	glutathione S-transferase alpha 1	0	1
2730	GCLM	glutamate-cysteine ligase modifier subunit	0	1
4794	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	1	1
6182	MRPL12	mitochondrial ribosomal protein L12	1	1
3109	HLA-DMB	major histocompatibility complex, class II, DM beta	0	1
9727	RAB11FIP3	RAB11 family interacting protein 3 (class II)	0	1
3791	KDR	kinase insert domain receptor	0	1
90	ACVR1	activin A receptor type I	0	1
4318	MMP9	matrix metallopeptidase 9	0	1
9013	TAF1C	TATA-box binding protein associated factor, RNA polymerase I, C	0	1
4907	NT5E	5'-nucleotidase ecto	0	1
22846	VASH1	vasohibin 1	0	1
55756	INTS9	integrator complex subunit 9	0	1
2011	MARK2	MAP/microtubule affinity-regulating kinase 2	0	1
9371	KIF3B	kinesin family member 3B	0	1
11120	BTN2A1	butyrophilin subfamily 2 member A1	0	1
384	ARG2	arginase 2	0	1
1479	CSTF3	cleavage stimulation factor, 3' pre-RNA, subunit 3	0	0
4353	MPO	myeloperoxidase	0	0
1185	CLCN6	chloride channel, voltage-sensitive 6	0	1
1264	CNN1	calponin 1	0	1
22926	ATF6	activating transcription factor 6	1	1
1365	CLDN3	claudin 3	0	1
9858	PPP1R26	protein phosphatase 1 regulatory subunit 26	0	1
22880	MORC2	MORC family CW-type zinc finger 2	0	1
1876	E2F6	E2F transcription factor 6	0	1
9923	ZBTB40	zinc finger and BTB domain containing 40	0	1
10529	NEBL	nebulette	0	1
9111	NMI	N-myc and STAT interactor	0	1
10868	USP20	ubiquitin specific peptidase 20	0	1
5494	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	0	1
990	CDC6	cell division cycle 6	0	1
1317	SLC31A1	solute carrier family 31 (copper transporter), member 1	0	1
8504	PEX3	peroxisomal biogenesis factor 3	0	1
1052	CEBPD	CCAAT/enhancer binding protein delta	1	1
8226	PUDP	pseudouridine 5'-phosphatase	0	1
4682	NUBP1	nucleotide binding protein 1	0	1
1593	CYP27A1	cytochrome P450 family 27 subfamily A member 1	0	1
2167	FABP4	fatty acid binding protein 4	0	1
5826	ABCD4	ATP binding cassette subfamily D member 4	0	1
7257	TSNAX	translin-associated factor X	0	1
842	CASP9	caspase 9	0	1
7988	ZNF212	zinc finger protein 212	0	1
8323	FZD6	frizzled class receptor 6	0	1
2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	0	1
2149	F2R	coagulation factor II thrombin receptor	0	1
7403	KDM6A	lysine (K)-specific demethylase 6A	0	1
755	C21orf2	chromosome 21 open reading frame 2	0	1
5774	PTPN3	protein tyrosine phosphatase, non-receptor type 3	0	1
6857	SYT1	synaptotagmin 1	0	1
10681	GNB5	guanine nucleotide binding protein (G protein), beta 5	1	1
11097	NUPL2	nucleoporin like 2	0	1
5074	PAWR	PRKC, apoptosis, WT1, regulator	0	1
2215	FCGR3B	Fc fragment of IgG receptor IIIb	0	1
10126	DNAL4	dynein, axonemal, light chain 4	0	1
10253	SPRY2	sprouty RTK signaling antagonist 2	0	1
9836	LCMT2	leucine carboxyl methyltransferase 2	0	1
1846	DUSP4	dual specificity phosphatase 4	1	1
11015	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	0	1
26751	SH3YL1	SH3 and SYLF domain containing 1	0	1
5813	PURA	purine-rich element binding protein A	0	1
11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2	0	1
5984	RFC4	replication factor C subunit 4	0	1
734	OSGIN2	oxidative stress induced growth inhibitor family member 2	0	1
5134	PDCD2	programmed cell death 2	0	1
11130	ZWINT	ZW10 interacting kinetochore protein	0	1
4234	METTL1	methyltransferase like 1	0	1
23637	RABGAP1	RAB GTPase activating protein 1	0	1
5094	PCBP2	poly(rC) binding protein 2	0	1
8412	BCAR3	breast cancer anti-estrogen resistance 3	0	1
9319	TRIP13	thyroid hormone receptor interactor 13	0	1
23474	ETHE1	ethylmalonic encephalopathy 1	0	1
7857	SCG2	secretogranin II	0	1
1902	LPAR1	lysophosphatidic acid receptor 1	0	1
1050	CEBPA	CCAAT/enhancer binding protein alpha	1	1
9781	RNF144A	ring finger protein 144A	0	1
4129	MAOB	monoamine oxidase B	0	1
10810	WASF3	WAS protein family member 3	1	1
6948	TCN2	transcobalamin 2	0	1
23475	QPRT	quinolinate phosphoribosyltransferase	0	1
9338	TCEAL1	transcription elongation factor A (SII)-like 1	0	0
5330	PLCB2	phospholipase C beta 2	0	1
9749	PHACTR2	phosphatase and actin regulator 2	0	1
6424	SFRP4	secreted frizzled-related protein 4	0	1
4253	CTAGE5	CTAGE family member 5	0	1
4598	MVK	mevalonate kinase	0	1
3394	IRF8	interferon regulatory factor 8	0	1
4199	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	0	1
5613	PRKX	protein kinase, X-linked	1	1
9706	ULK2	unc-51 like autophagy activating kinase 2	0	1
9984	THOC1	THO complex 1	0	1
9486	CHST10	carbohydrate sulfotransferase 10	0	1
116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	0	1
6821	SUOX	sulfite oxidase	0	1
6788	STK3	serine/threonine kinase 3	0	1
4211	MEIS1	Meis homeobox 1	0	1
5920	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	0	1
10210	TOPORS	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase	0	1
10129	FRY	FRY microtubule binding protein	0	1
745	MYRF	myelin regulatory factor	0	1
9731	CEP104	centrosomal protein 104kDa	0	1
9583	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	0	1
10609	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	0	1
8459	TPST2	tyrosylprotein sulfotransferase 2	0	1
114034	TOE1	target of EGR1, member 1 (nuclear)	0	1
4900	NRGN	neurogranin	0	1
5090	PBX3	pre-B-cell leukemia homeobox 3	0	1
7169	TPM2	tropomyosin 2 (beta)	0	1
23532	PRAME	preferentially expressed antigen in melanoma	0	0
8884	SLC5A6	solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6	1	1
5025	P2RX4	purinergic receptor P2X, ligand gated ion channel, 4	0	1
4216	MAP3K4	mitogen-activated protein kinase kinase kinase 4	1	1
5147	PDE6D	phosphodiesterase 6D	0	1
6790	AURKA	aurora kinase A	1	1
902	CCNH	cyclin H	1	1
9819	TSC22D2	TSC22 domain family member 2	0	1
8178	ELL	elongation factor for RNA polymerase II	0	1
51634	RBMX2	RNA binding motif protein, X-linked 2	0	1
6604	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	0	1
6351	CCL4	chemokine (C-C motif) ligand 4	0	1
6618	SNAPC2	small nuclear RNA activating complex polypeptide 2	0	1
4897	NRCAM	neuronal cell adhesion molecule	0	1
7016	TESK1	testis-specific kinase 1	1	1
4800	NFYA	nuclear transcription factor Y subunit alpha	0	1
3176	HNMT	histamine N-methyltransferase	0	1
22795	NID2	nidogen 2	0	1
2791	GNG11	guanine nucleotide binding protein (G protein), gamma 11	0	1
3561	IL2RG	interleukin 2 receptor subunit gamma	0	1
5550	PREP	prolyl endopeptidase	0	1
962	CD48	CD48 molecule	0	1
132	ADK	adenosine kinase	0	1
10912	GADD45G	growth arrest and DNA damage inducible gamma	0	1
7305	TYROBP	TYRO protein tyrosine kinase binding protein	0	1
3980	LIG3	ligase III, DNA, ATP-dependent	0	1
10568	SLC34A2	solute carrier family 34 (type II sodium/phosphate cotransporter), member 2	0	1
51103	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	0	1
8318	CDC45	cell division cycle 45	1	1
5983	RFC3	replication factor C subunit 3	0	1
607	BCL9	B-cell CLL/lymphoma 9	0	1
3291	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	0	1
2309	FOXO3	forkhead box O3	1	1
9136	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	0	1
5138	PDE2A	phosphodiesterase 2A	0	1
11259	FILIP1L	filamin A interacting protein 1-like	0	1
1294	COL7A1	collagen type VII alpha 1	0	1
7107	GPR137B	G protein-coupled receptor 137B	0	1
8460	TPST1	tyrosylprotein sulfotransferase 1	0	1
7280	TUBB2A	tubulin beta 2A class IIa	0	1
55556	ENOSF1	enolase superfamily member 1	1	1
9091	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	0	1
2483	FRG1	FSHD region gene 1	0	1
10635	RAD51AP1	RAD51 associated protein 1	0	1
23166	STAB1	stabilin 1	0	1
4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0	1
1036	CDO1	cysteine dioxygenase type 1	0	1
10312	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	0	1
1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	0	1
22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)	0	1
10403	NDC80	NDC80 kinetochore complex component	0	1
11117	EMILIN1	elastin microfibril interfacer 1	0	1
6494	SIPA1	signal-induced proliferation-associated 1	0	1
8936	WASF1	WAS protein family member 1	0	1
22904	SBNO2	strawberry notch homolog 2 (Drosophila)	0	1
686	BTD	biotinidase	0	1
4258	MGST2	microsomal glutathione S-transferase 2	0	1
3614	IMPDH1	IMP (inosine 5'-monophosphate) dehydrogenase 1	0	1
1164	CKS2	CDC28 protein kinase regulatory subunit 2	0	1
1371	CPOX	coproporphyrinogen oxidase	0	1
140465	MYL6B	myosin light chain 6B	0	1
241	ALOX5AP	arachidonate 5-lipoxygenase activating protein	0	1
51042	ZNF593	zinc finger protein 593	0	1
27252	KLHL20	kelch like family member 20	0	1
10432	RBM14	RNA binding motif protein 14	0	1
4151	MB	myoglobin	0	1
23099	ZBTB43	zinc finger and BTB domain containing 43	0	1
157	ADRBK2	adrenergic, beta, receptor kinase 2	0	1
5481	PPID	peptidylprolyl isomerase D	0	1
2766	GMPR	guanosine monophosphate reductase	0	1
5916	RARG	retinoic acid receptor gamma	0	1
10208	USPL1	ubiquitin specific peptidase like 1	0	1
3454	IFNAR1	interferon alpha and beta receptor subunit 1	1	1
951	CD37	CD37 molecule	0	1
1120	CHKB	choline kinase beta	0	1
571	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	0	1
864	RUNX3	runt related transcription factor 3	0	1
9649	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	0	1
5155	PDGFB	platelet derived growth factor subunit B	0	1
5783	PTPN13	protein tyrosine phosphatase, non-receptor type 13	0	1
23288	IQCE	IQ motif containing E	0	1
1054	CEBPG	CCAAT/enhancer binding protein gamma	0	1
1318	SLC31A2	solute carrier family 31 (copper transporter), member 2	0	1
60489	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 3G	0	1
4335	MNT	MAX network transcriptional repressor	0	1
8732	RNGTT	RNA guanylyltransferase and 5'-phosphatase	0	1
5130	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	0	1
5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	0	1
10005	ACOT8	acyl-CoA thioesterase 8	0	1
5284	PIGR	polymeric immunoglobulin receptor	0	1
10981	RAB32	RAB32, member RAS oncogene family	0	1
79161	TMEM243	transmembrane protein 243	0	1
79882	ZC3H14	zinc finger CCCH-type containing 14	0	1
25906	ANAPC15	anaphase promoting complex subunit 15	0	1
5700	PSMC1	proteasome 26S subunit, ATPase 1	0	1
9535	GMFG	glia maturation factor, gamma	0	1
11010	GLIPR1	GLI pathogenesis-related 1	0	1
5549	PRELP	proline/arginine-rich end leucine-rich repeat protein	0	1
2643	GCH1	GTP cyclohydrolase 1	0	1
9759	HDAC4	histone deacetylase 4	0	1
27067	STAU2	staufen double-stranded RNA binding protein 2	0	1
7084	TK2	thymidine kinase 2, mitochondrial	0	1
10465	PPIH	peptidylprolyl isomerase H	0	1
57030	SLC17A7	solute carrier family 17 (vesicular glutamate transporter), member 7	0	0
2166	FAAH	fatty acid amide hydrolase	0	1
2207	FCER1G	Fc fragment of IgE receptor Ig	0	1
1119	CHKA	choline kinase alpha	0	1
7748	ZNF195	zinc finger protein 195	0	1
51454	GULP1	GULP, engulfment adaptor PTB domain containing 1	0	1
4826	NNAT	neuronatin	0	1
10592	SMC2	structural maintenance of chromosomes 2	0	1
8310	ACOX3	acyl-CoA oxidase 3, pristanoyl	0	1
6018	RLF	rearranged L-myc fusion	0	1
10926	DBF4	DBF4 zinc finger	0	1
11102	RPP14	ribonuclease P/MRP 14kDa subunit	0	1
